Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,age_cat,capital-gain_cat,capital-loss_cat,hours-per-week_cat,workclass_cat,education_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,sex_cat,native-country_cat,salary_label
31107,27,private,159623,Some-college,10,married,Sales,Husband,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,15,0,11,0,4,1,2,0
31109,27,private,247978,HS-grad,9,never-married,Other-service,Own-child,Black,Female,0,0,40,north_america,<=50K,2,0,0,2,1,11,1,7,3,2,0,2,0
31110,40,private,305846,Some-college,10,married,Adm-clerical,Wife,White,Female,0,0,40,north_america,>50K,4,0,0,2,1,15,0,0,5,4,0,2,1
31111,22,self-employed,214014,Some-college,10,never-married,Sales,Own-child,Black,Male,99999,0,55,north_america,>50K,1,3,0,3,2,15,1,11,3,2,1,2,1
31112,33,private,226525,HS-grad,9,not-married,Exec-managerial,Not-in-family,White,Male,0,0,60,north_america,<=50K,3,0,0,4,1,11,2,3,1,4,1,2,0
31113,28,private,247819,Assoc-voc,11,married,Prof-specialty,Wife,White,Female,0,0,5,north_america,<=50K,2,0,0,1,1,8,0,9,5,4,0,2,0
31114,28,private,194940,HS-grad,9,married,Machine-op-inspct,Husband,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,11,0,6,0,4,1,2,0
31115,29,private,289991,HS-grad,9,never-married,Transport-moving,Unmarried,White,Male,0,0,55,north_america,<=50K,2,0,0,3,1,11,1,13,4,4,1,2,0
31116,46,private,585361,9th,5,not-married,Exec-managerial,Unmarried,White,Female,0,0,40,north_america,<=50K,4,0,0,2,1,6,2,3,4,4,0,2,0
31117,30,private,91145,HS-grad,9,married,Machine-op-inspct,Husband,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,11,0,6,0,4,1,2,0
31119,28,private,273269,Some-college,10,never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,north_america,<=50K,2,0,0,2,1,15,1,2,1,2,1,2,0
31120,39,private,202683,Bachelors,13,married,Adm-clerical,Husband,White,Male,0,0,40,north_america,<=50K,4,0,0,2,1,9,0,0,0,4,1,2,0
31121,35,private,159179,Some-college,10,never-married,Sales,Not-in-family,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,15,1,11,1,4,1,2,0
31122,50,private,28952,Some-college,10,married,Sales,Wife,White,Female,0,0,39,north_america,<=50K,5,0,0,2,1,15,0,11,5,4,0,2,0
31124,63,private,163708,9th,5,not-married,Other-service,Not-in-family,White,Female,0,0,20,north_america,<=50K,7,0,0,1,1,6,2,7,1,4,0,2,0
31125,56,private,200235,Assoc-voc,11,married,Craft-repair,Husband,White,Male,0,0,48,north_america,>50K,6,0,0,3,1,8,0,2,0,4,1,2,1
31126,46,private,109209,Some-college,10,married,Adm-clerical,Husband,White,Male,0,0,40,north_america,>50K,4,0,0,2,1,15,0,0,0,4,1,2,1
31127,19,private,166153,Some-college,10,never-married,Other-service,Own-child,White,Female,0,0,30,north_america,<=50K,1,0,0,2,1,15,1,7,3,4,0,2,0
31129,31,private,69056,HS-grad,9,not-married,Other-service,Own-child,White,Female,0,0,15,north_america,<=50K,2,0,0,1,1,11,2,7,3,4,0,2,0
31130,51,sl-gov,237141,Masters,14,married,Exec-managerial,Husband,White,Male,0,0,40,north_america,>50K,5,0,0,2,3,12,0,3,0,4,1,2,1
31131,17,private,277541,11th,7,never-married,Sales,Own-child,White,Male,0,0,5,north_america,<=50K,0,0,0,1,1,1,1,11,3,4,1,2,0
31132,27,sl-gov,289039,Some-college,10,never-married,Protective-serv,Unmarried,Asian-Pac-Islander,Female,0,0,40,north_america,<=50K,2,0,0,2,3,15,1,10,4,1,0,2,0
31133,30,private,134737,Some-college,10,never-married,Adm-clerical,Own-child,White,Male,0,0,45,north_america,<=50K,2,0,0,3,1,15,1,0,3,4,1,2,0
31134,18,private,56613,Some-college,10,never-married,Protective-serv,Own-child,White,Female,0,0,20,north_america,<=50K,1,0,0,1,1,15,1,10,3,4,0,2,0
31135,41,private,36699,Some-college,10,not-married,Exec-managerial,Not-in-family,White,Male,4650,0,40,north_america,<=50K,4,1,0,2,1,15,2,3,1,4,1,2,0
31136,40,sl-gov,333530,Masters,14,married,Prof-specialty,Wife,White,Female,0,0,40,north_america,>50K,4,0,0,2,3,12,0,9,5,4,0,2,1
31137,35,private,185366,Bachelors,13,never-married,Sales,Not-in-family,White,Male,0,0,50,north_america,<=50K,3,0,0,3,1,9,1,11,1,4,1,2,0
31138,29,private,154017,HS-grad,9,never-married,Sales,Not-in-family,White,Female,0,0,10,north_america,<=50K,2,0,0,1,1,11,1,11,1,4,0,2,0
31139,27,private,215504,Bachelors,13,married,Sales,Husband,White,Male,0,1848,55,north_america,>50K,2,0,2,3,1,9,0,11,0,4,1,2,1
31140,25,private,222539,10th,6,never-married,Transport-moving,Not-in-family,White,Male,2597,0,50,north_america,<=50K,2,1,0,3,1,0,1,13,1,4,1,2,0
31141,53,private,191565,1st-4th,2,not-married,Other-service,Unmarried,Black,Female,0,0,40,north_america,<=50K,5,0,0,2,1,3,2,7,4,2,0,2,0
31142,53,private,111939,Bachelors,13,married,Other-service,Husband,White,Male,0,0,35,north_america,<=50K,5,0,0,2,1,9,0,7,0,4,1,2,0
31143,26,sl-gov,53903,HS-grad,9,never-married,Craft-repair,Unmarried,White,Male,0,0,50,north_america,<=50K,2,0,0,3,3,11,1,2,4,4,1,2,0
31144,41,private,146659,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,70,north_america,<=50K,4,0,0,4,1,9,0,9,0,4,1,2,0
31145,28,private,194200,HS-grad,9,married,Exec-managerial,Husband,White,Male,0,0,70,north_america,<=50K,2,0,0,4,1,11,0,3,0,4,1,2,0
31146,48,sl-gov,78529,Masters,14,not-married,Prof-specialty,Not-in-family,White,Male,0,0,60,north_america,<=50K,5,0,0,4,3,12,2,9,1,4,1,2,0
31147,22,private,194829,Bachelors,13,never-married,Exec-managerial,Not-in-family,White,Male,0,0,30,north_america,<=50K,1,0,0,2,1,9,1,3,1,4,1,2,0
31148,40,federal-gov,330174,Prof-school,15,married,Prof-specialty,Husband,White,Male,7688,0,40,north_america,>50K,4,1,0,2,0,14,0,9,0,4,1,2,1
31149,52,self-employed,230767,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,1902,60,north_america,>50K,5,0,2,4,2,9,0,3,0,4,1,2,1
31150,53,sl-gov,137250,Masters,14,not-married,Prof-specialty,Unmarried,Black,Female,0,1669,35,north_america,<=50K,5,0,2,2,3,12,2,9,4,2,0,2,0
31151,40,private,254478,Some-college,10,married,Craft-repair,Husband,White,Male,7298,0,50,north_america,>50K,4,1,0,3,1,15,0,2,0,4,1,2,1
31152,57,private,300908,Assoc-acdm,12,not-married,Machine-op-inspct,Not-in-family,White,Male,0,0,75,north_america,<=50K,6,0,0,4,1,7,2,6,1,4,1,2,0
31153,53,self-employed,187830,Assoc-voc,11,not-married,Craft-repair,Not-in-family,White,Male,0,0,40,europe,<=50K,5,0,0,2,2,8,2,2,1,4,1,1,0
31154,23,private,201138,Some-college,10,never-married,Adm-clerical,Not-in-family,White,Female,0,0,8,north_america,<=50K,1,0,0,1,1,15,1,0,1,4,0,2,0
31155,31,self-employed,44503,Some-college,10,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,2,0,0,2,2,15,0,2,0,4,1,2,0
31156,20,private,381357,9th,5,never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,north_america,<=50K,1,0,0,2,1,6,1,5,3,4,1,2,0
31157,25,private,311124,Prof-school,15,never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,north_america,<=50K,2,0,0,1,1,14,1,9,1,4,0,2,0
31158,37,private,96330,Some-college,10,never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,north_america,<=50K,3,0,0,2,1,15,1,3,4,2,0,2,0
31159,50,private,228238,HS-grad,9,married,Craft-repair,Husband,White,Male,0,0,40,north_america,>50K,5,0,0,2,1,11,0,2,0,4,1,2,1
31160,34,self-employed,56964,HS-grad,9,married,Transport-moving,Husband,White,Male,0,0,35,north_america,<=50K,3,0,0,2,2,11,0,13,0,4,1,2,0
31161,37,private,127772,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,50,north_america,>50K,3,0,0,3,1,9,0,3,0,4,1,2,1
31162,52,private,386397,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,45,north_america,>50K,5,0,0,3,1,9,0,3,0,4,1,2,1
31163,29,self-employed,404998,Assoc-voc,11,married,Farming-fishing,Husband,White,Male,0,0,90,north_america,<=50K,2,0,0,5,2,8,0,4,0,4,1,2,0
31164,49,private,34545,Some-college,10,married,Exec-managerial,Husband,White,Male,0,1887,40,north_america,>50K,5,0,2,2,1,15,0,3,0,4,1,2,1
31165,31,private,157886,Some-college,10,married,Other-service,Wife,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,15,0,7,5,4,0,2,0
31166,47,private,101299,HS-grad,9,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,5,0,0,2,1,11,0,2,0,4,1,2,0
31167,51,self-employed,134447,HS-grad,9,married,Craft-repair,Husband,White,Male,0,0,70,north_america,<=50K,5,0,0,4,2,11,0,2,0,4,1,2,0
31168,27,private,191822,HS-grad,9,married,Sales,Wife,White,Female,0,0,50,north_america,<=50K,2,0,0,3,1,11,0,11,5,4,0,2,0
31169,23,private,70919,Bachelors,13,never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,9,1,3,1,4,1,2,0
31170,55,private,266343,HS-grad,9,married,Prof-specialty,Husband,White,Male,0,0,46,north_america,<=50K,6,0,0,3,1,11,0,9,0,4,1,2,0
31171,28,private,87239,Some-college,10,married,Exec-managerial,Husband,White,Male,0,0,50,north_america,>50K,2,0,0,3,1,15,0,3,0,4,1,2,1
31172,31,sl-gov,236487,Bachelors,13,never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,europe,<=50K,2,0,0,2,3,9,1,9,1,4,0,1,0
31173,30,private,224147,HS-grad,9,never-married,Transport-moving,Own-child,Black,Male,0,0,40,north_america,<=50K,2,0,0,2,1,11,1,13,3,2,1,2,0
31174,23,private,197200,Bachelors,13,never-married,Prof-specialty,Own-child,White,Male,0,0,60,north_america,<=50K,1,0,0,4,1,9,1,9,3,4,1,2,0
31175,19,private,124265,HS-grad,9,never-married,Sales,Own-child,White,Male,0,0,50,north_america,<=50K,1,0,0,3,1,11,1,11,3,4,1,2,0
31176,22,private,79980,Some-college,10,never-married,Sales,Own-child,White,Male,0,0,25,north_america,<=50K,1,0,0,2,1,15,1,11,3,4,1,2,0
31177,50,private,128814,HS-grad,9,not-married,Other-service,Unmarried,White,Female,0,0,25,north_america,<=50K,5,0,0,2,1,11,2,7,4,4,0,2,0
31179,21,private,51262,HS-grad,9,never-married,Other-service,Own-child,White,Male,0,0,35,north_america,<=50K,1,0,0,2,1,11,1,7,3,4,1,2,0
31180,75,self-employed,98116,Some-college,10,not-married,Sales,Not-in-family,White,Male,0,0,40,north_america,>50K,8,0,0,2,2,15,2,11,1,4,1,2,1
31181,29,private,82393,HS-grad,9,never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,40,europe,<=50K,2,0,0,2,1,11,1,6,3,1,1,1,0
31182,47,private,57534,Some-college,10,married,Craft-repair,Husband,White,Male,0,0,40,north_america,>50K,5,0,0,2,1,15,0,2,0,4,1,2,1
31183,20,private,218962,HS-grad,9,never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,11,1,6,1,4,1,2,0
31184,33,private,204752,HS-grad,9,never-married,Other-service,Own-child,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,11,1,7,3,4,1,2,0
31185,45,private,243631,Doctorate,16,married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,asia,>50K,4,0,0,3,1,10,0,9,0,1,1,0,1
31186,41,private,170299,Assoc-voc,11,not-married,Prof-specialty,Unmarried,White,Female,0,0,43,north_america,<=50K,4,0,0,3,1,8,2,9,4,4,0,2,0
31187,23,private,60331,HS-grad,9,never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,11,1,6,3,4,1,2,0
31188,38,private,269318,Bachelors,13,married,Adm-clerical,Husband,White,Male,5178,0,50,north_america,>50K,3,1,0,3,1,9,0,0,0,4,1,2,1
31189,67,sl-gov,132819,Some-college,10,married,Protective-serv,Husband,White,Male,0,0,41,north_america,>50K,7,0,0,3,3,15,0,10,0,4,1,2,1
31190,21,private,119665,Some-college,10,never-married,Tech-support,Own-child,White,Male,0,0,35,north_america,<=50K,1,0,0,2,1,15,1,12,3,4,1,2,0
31191,38,private,150057,Some-college,10,never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,north_america,<=50K,3,0,0,3,1,15,1,9,1,4,1,2,0
31192,31,private,128567,HS-grad,9,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,11,0,2,0,4,1,2,0
31194,59,self-employed,148526,Some-college,10,married,Sales,Husband,White,Male,0,0,40,north_america,<=50K,6,0,0,2,2,15,0,11,0,4,1,2,0
31195,36,private,160192,HS-grad,9,never-married,Other-service,Not-in-family,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,11,1,7,1,4,1,2,0
31196,50,sl-gov,74660,Some-college,10,not-married,Prof-specialty,Unmarried,White,Male,0,0,40,north_america,<=50K,5,0,0,2,3,15,2,9,4,4,1,2,0
31197,60,self-employed,142494,10th,6,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,6,0,0,2,2,0,0,2,0,4,1,2,0
31198,30,private,122042,Masters,14,married,Exec-managerial,Husband,White,Male,0,0,45,north_america,>50K,2,0,0,3,1,12,0,3,0,4,1,2,1
31199,28,self-employed,37088,Bachelors,13,never-married,Sales,Not-in-family,White,Male,0,0,50,north_america,<=50K,2,0,0,3,2,9,1,11,1,4,1,2,0
31200,36,private,61778,Some-college,10,married,Craft-repair,Husband,White,Male,0,0,60,north_america,>50K,3,0,0,4,1,15,0,2,0,4,1,2,1
31202,27,private,123302,HS-grad,9,married,Other-service,Husband,White,Male,0,0,40,europe,<=50K,2,0,0,2,1,11,0,7,0,4,1,1,0
31203,18,private,89760,12th,8,never-married,Other-service,Own-child,White,Female,0,0,20,north_america,<=50K,1,0,0,1,1,2,1,7,3,4,0,2,0
31204,44,sl-gov,165304,Some-college,10,married,Exec-managerial,Husband,White,Male,0,1485,40,north_america,>50K,4,0,2,2,3,15,0,3,0,4,1,2,1
31205,56,private,104945,7th-8th,4,married,Other-service,Husband,Black,Male,0,0,40,north_america,<=50K,6,0,0,2,1,5,0,7,0,2,1,2,0
31206,51,self-employed,192973,Bachelors,13,married,Protective-serv,Husband,Black,Male,0,0,40,north_america,>50K,5,0,0,2,2,9,0,10,0,2,1,2,1
31207,48,private,97863,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,45,europe,>50K,5,0,0,3,1,9,0,9,0,4,1,1,1
31208,31,private,73585,Assoc-voc,11,married,Prof-specialty,Husband,White,Male,0,0,45,north_america,<=50K,2,0,0,3,1,8,0,9,0,4,1,2,0
31209,35,private,29145,Assoc-voc,11,never-married,Transport-moving,Not-in-family,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,8,1,13,1,4,1,2,0
31210,35,private,175232,HS-grad,9,not-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,11,2,5,2,4,1,2,0
31211,36,private,325374,Some-college,10,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,15,0,2,0,4,1,2,0
31212,47,self-employed,107231,Assoc-acdm,12,married,Craft-repair,Husband,White,Male,0,1672,65,north_america,<=50K,5,0,2,4,2,7,0,2,0,4,1,2,0
31213,23,private,129345,Some-college,10,never-married,Other-service,Not-in-family,White,Male,0,0,25,north_america,<=50K,1,0,0,2,1,15,1,7,1,4,1,2,0
31214,21,private,228395,Some-college,10,never-married,Sales,Other-relative,Black,Female,0,0,20,north_america,<=50K,1,0,0,1,1,15,1,11,2,2,0,2,0
31215,49,private,452402,Some-college,10,not-married,Exec-managerial,Unmarried,Black,Female,0,0,60,north_america,<=50K,5,0,0,4,1,15,2,3,4,2,0,2,0
31216,51,self-employed,338260,Prof-school,15,married,Prof-specialty,Husband,White,Male,15024,0,60,north_america,>50K,5,1,0,4,2,14,0,9,0,4,1,2,1
31217,46,private,165138,Assoc-voc,11,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,4,0,0,2,1,8,0,2,0,4,1,2,0
31218,31,private,109055,HS-grad,9,married,Farming-fishing,Husband,White,Male,3137,0,45,north_america,<=50K,2,1,0,3,1,11,0,4,0,4,1,2,0
31219,27,private,193122,HS-grad,9,married,Machine-op-inspct,Husband,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,11,0,6,0,4,1,2,0
31221,48,private,191858,Some-college,10,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,5,0,0,2,1,15,0,2,0,4,1,2,0
31222,30,private,297155,Some-college,10,not-married,Adm-clerical,Unmarried,Black,Female,0,0,40,north_america,<=50K,2,0,0,2,1,15,2,0,4,2,0,2,0
31223,29,sl-gov,181282,Bachelors,13,not-married,Prof-specialty,Not-in-family,White,Male,0,0,50,north_america,<=50K,2,0,0,3,3,9,2,9,1,4,1,2,0
31224,50,federal-gov,111700,Masters,14,never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,north_america,<=50K,5,0,0,3,0,12,1,3,1,4,0,2,0
31225,18,private,35065,HS-grad,9,never-married,Transport-moving,Not-in-family,Black,Male,0,0,35,north_america,<=50K,1,0,0,2,1,11,1,13,1,2,1,2,0
31226,37,private,298539,HS-grad,9,married,Exec-managerial,Husband,White,Male,0,1902,55,north_america,>50K,3,0,2,3,1,11,0,3,0,4,1,2,1
31227,51,self-employed,95435,HS-grad,9,married,Sales,Husband,White,Male,0,0,60,north_america,>50K,5,0,0,4,2,11,0,11,0,4,1,2,1
31228,31,private,162160,HS-grad,9,married,Craft-repair,Husband,White,Male,0,0,47,north_america,<=50K,2,0,0,3,1,11,0,2,0,4,1,2,0
31229,29,private,176037,Assoc-voc,11,not-married,Tech-support,Not-in-family,Black,Male,14344,0,40,north_america,>50K,2,1,0,2,1,8,2,12,1,2,1,2,1
31230,39,private,314007,10th,6,married,Craft-repair,Husband,White,Male,0,2051,40,north_america,<=50K,4,0,2,2,1,0,0,2,0,4,1,2,0
31231,48,private,197683,Some-college,10,married,Sales,Husband,Black,Male,0,0,40,north_america,>50K,5,0,0,2,1,15,0,11,0,2,1,2,1
31232,44,private,242521,Bachelors,13,married,Sales,Husband,White,Male,7688,0,50,north_america,>50K,4,1,0,3,1,9,0,11,0,4,1,2,1
31233,39,private,290321,10th,6,married,Machine-op-inspct,Husband,White,Male,0,0,40,north_america,<=50K,4,0,0,2,1,0,0,6,0,4,1,2,0
31234,22,sl-gov,44064,11th,7,never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,north_america,<=50K,1,0,0,2,3,1,1,5,3,4,1,2,0
31236,42,private,374790,9th,5,not-married,Craft-repair,Not-in-family,White,Male,0,0,40,north_america,<=50K,4,0,0,2,1,6,2,2,1,4,1,2,0
31237,18,private,231562,HS-grad,9,never-married,Sales,Own-child,White,Female,0,0,33,north_america,<=50K,1,0,0,2,1,11,1,11,3,4,0,2,0
31238,27,private,376150,Some-college,10,married,Sales,Not-in-family,White,Female,0,0,25,north_america,<=50K,2,0,0,2,1,15,0,11,1,4,0,2,0
31239,51,private,99987,10th,6,not-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,north_america,<=50K,5,0,0,2,1,0,2,6,4,2,0,2,0
31240,27,self-employed,120126,Some-college,10,married,Exec-managerial,Husband,White,Male,0,0,40,north_america,<=50K,2,0,0,2,2,15,0,3,0,4,1,2,0
31241,60,self-employed,33717,11th,7,married,Farming-fishing,Husband,White,Male,0,0,50,north_america,<=50K,6,0,0,3,2,1,0,4,0,4,1,2,0
31242,36,private,132879,1st-4th,2,married,Handlers-cleaners,Husband,White,Male,0,0,40,europe,<=50K,3,0,0,2,1,3,0,5,0,4,1,1,0
31243,45,private,304570,Bachelors,13,married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,asia,>50K,4,0,0,4,1,9,0,3,0,1,1,0,1
31244,40,private,100292,HS-grad,9,married,Sales,Husband,White,Male,0,0,52,north_america,>50K,4,0,0,3,1,11,0,11,0,4,1,2,1
31245,63,private,117473,Some-college,10,married,Prof-specialty,Husband,White,Male,4386,0,40,north_america,>50K,7,1,0,2,1,15,0,9,0,4,1,2,1
31246,41,private,239833,HS-grad,9,married,Transport-moving,Unmarried,Black,Male,0,0,50,north_america,<=50K,4,0,0,3,1,11,0,13,4,2,1,2,0
31248,34,private,130369,HS-grad,9,not-married,Transport-moving,Unmarried,White,Female,1151,0,48,europe,<=50K,3,1,0,3,1,11,2,13,4,4,0,1,0
31249,34,private,347166,Some-college,10,married,Adm-clerical,Husband,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,15,0,0,0,4,1,2,0
31250,31,private,502752,Bachelors,13,married,Adm-clerical,Wife,White,Female,0,0,40,north_america,>50K,2,0,0,2,1,9,0,0,5,4,0,2,1
31251,22,sl-gov,255575,Assoc-acdm,12,never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,north_america,<=50K,1,0,0,1,3,7,1,9,1,4,0,2,0
31252,49,private,277946,Some-college,10,married,Exec-managerial,Husband,White,Male,0,0,50,north_america,>50K,5,0,0,3,1,15,0,3,0,4,1,2,1
31254,36,private,143123,Prof-school,15,married,Prof-specialty,Husband,White,Male,0,0,50,north_america,>50K,3,0,0,3,1,14,0,9,0,4,1,2,1
31255,27,private,69132,Bachelors,13,never-married,Tech-support,Not-in-family,White,Male,0,0,37,north_america,<=50K,2,0,0,2,1,9,1,12,1,4,1,2,0
31256,52,self-employed,34973,HS-grad,9,married,Farming-fishing,Husband,White,Male,0,1887,60,north_america,>50K,5,0,2,4,2,11,0,4,0,4,1,2,1
31257,29,private,236992,HS-grad,9,married,Other-service,Husband,Black,Male,0,0,50,north_america,<=50K,2,0,0,3,1,11,0,7,0,2,1,2,0
31258,27,private,492263,10th,6,not-married,Machine-op-inspct,Own-child,White,Male,0,0,35,north_america,<=50K,2,0,0,2,1,0,2,6,3,4,1,2,0
31259,42,private,180019,HS-grad,9,never-married,Other-service,Not-in-family,White,Female,0,0,65,north_america,<=50K,4,0,0,4,1,11,1,7,1,4,0,2,0
31260,49,self-employed,47086,Bachelors,13,not-married,Sales,Unmarried,White,Female,0,0,40,north_america,<=50K,5,0,0,2,2,9,2,11,4,4,0,2,0
31261,24,private,222853,Some-college,10,never-married,Craft-repair,Unmarried,White,Male,0,0,50,north_america,<=50K,1,0,0,3,1,15,1,2,4,4,1,2,0
31262,22,private,344176,HS-grad,9,never-married,Sales,Unmarried,White,Male,0,0,20,north_america,<=50K,1,0,0,1,1,11,1,11,4,4,1,2,0
31263,30,self-employed,223212,Bachelors,13,never-married,Sales,Unmarried,White,Male,0,0,40,north_america,<=50K,2,0,0,2,2,9,1,11,4,4,1,2,0
31264,28,private,110981,Some-college,10,never-married,Other-service,Not-in-family,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,15,1,7,1,4,1,2,0
31265,20,private,162688,Assoc-voc,11,never-married,Other-service,Own-child,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,8,1,7,3,4,1,2,0
31266,45,self-employed,181307,Prof-school,15,married,Prof-specialty,Husband,White,Male,15024,0,43,north_america,>50K,4,1,0,3,2,14,0,9,0,4,1,2,1
31267,39,private,148903,HS-grad,9,not-married,Sales,Not-in-family,White,Female,4687,0,50,north_america,>50K,4,1,0,3,1,11,2,11,1,4,0,2,1
31268,43,private,306440,Prof-school,15,never-married,Prof-specialty,Not-in-family,White,Male,0,0,66,europe,<=50K,4,0,0,4,1,14,1,9,1,4,1,1,0
31269,18,private,210311,HS-grad,9,never-married,Sales,Own-child,White,Female,0,0,20,north_america,<=50K,1,0,0,1,1,11,1,11,3,4,0,2,0
31270,53,private,127117,HS-grad,9,married,Machine-op-inspct,Husband,White,Male,0,0,40,north_america,<=50K,5,0,0,2,1,11,0,6,0,4,1,2,0
31271,74,private,54732,Some-college,10,married,Sales,Husband,White,Male,0,0,20,north_america,>50K,8,0,0,1,1,15,0,11,0,4,1,2,1
31272,39,private,271521,Bachelors,13,married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,48,asia,>50K,4,0,0,3,1,9,0,9,0,1,1,0,1
31274,49,private,543922,HS-grad,9,married,Craft-repair,Husband,White,Male,0,0,42,north_america,>50K,5,0,0,3,1,11,0,2,0,4,1,2,1
31275,21,private,766115,10th,6,married,Handlers-cleaners,Husband,White,Male,0,0,35,north_america,<=50K,1,0,0,2,1,0,0,5,0,4,1,2,0
31277,39,private,284166,HS-grad,9,never-married,Craft-repair,Not-in-family,White,Male,0,1564,50,north_america,>50K,4,0,2,3,1,11,1,2,1,4,1,2,1
31278,49,private,122206,Assoc-voc,11,married,Sales,Husband,White,Male,0,0,25,north_america,<=50K,5,0,0,2,1,8,0,11,0,4,1,2,0
31280,47,private,334039,Bachelors,13,married,Exec-managerial,Husband,White,Male,7298,0,44,north_america,>50K,5,1,0,3,1,9,0,3,0,4,1,2,1
31281,46,self-employed,225456,HS-grad,9,married,Exec-managerial,Husband,White,Male,0,0,40,north_america,<=50K,4,0,0,2,2,11,0,3,0,4,1,2,0
31282,29,private,112847,Assoc-voc,11,married,Craft-repair,Husband,Asian-Pac-Islander,Male,7298,0,32,north_america,>50K,2,1,0,2,1,8,0,2,0,1,1,2,1
31283,61,self-employed,171840,HS-grad,9,not-married,Prof-specialty,Unmarried,White,Female,0,0,16,north_america,<=50K,7,0,0,1,2,11,2,9,4,4,0,2,0
31284,48,private,180695,Some-college,10,not-married,Exec-managerial,Not-in-family,White,Female,0,0,38,north_america,<=50K,5,0,0,2,1,15,2,3,1,4,0,2,0
31285,44,private,121012,9th,5,not-married,Craft-repair,Not-in-family,White,Male,0,0,40,north_america,<=50K,4,0,0,2,1,6,2,2,1,4,1,2,0
31286,37,self-employed,126569,Bachelors,13,married,Craft-repair,Husband,White,Male,0,0,60,north_america,<=50K,3,0,0,4,2,9,0,2,0,4,1,2,0
31287,45,private,227791,Some-college,10,married,Sales,Husband,White,Male,0,1740,50,north_america,<=50K,4,0,2,3,1,15,0,11,0,4,1,2,0
31288,51,self-employed,290290,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,45,north_america,>50K,5,0,0,3,2,9,0,9,0,4,1,2,1
31289,33,sl-gov,251521,Bachelors,13,never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,north_america,<=50K,3,0,0,3,3,9,1,3,1,4,0,2,0
31290,55,self-employed,41938,Bachelors,13,married,Prof-specialty,Wife,White,Female,0,0,8,north_america,<=50K,6,0,0,1,2,9,0,9,5,4,0,2,0
31291,25,private,27678,Some-college,10,married,Other-service,Wife,White,Female,0,0,60,north_america,<=50K,2,0,0,4,1,15,0,7,5,4,0,2,0
31292,26,private,133756,HS-grad,9,not-married,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,0,0,40,asia,<=50K,2,0,0,2,1,11,2,4,1,1,1,0,0
31293,54,private,215990,HS-grad,9,married,Exec-managerial,Husband,White,Male,0,0,40,north_america,>50K,6,0,0,2,1,11,0,3,0,4,1,2,1
